web-scraper-order,web-scraper-start-url,店铺名称,详情页,详情页-href,店铺评分,人均消费,点评数,店铺地址,店铺电话,营业时间,配套服务,店铺菜系,点评标签,推荐菜1,推荐菜2,推荐菜3
"1590846284-270","https://gz.meituan.com/meishi/pn49/","妙韩馆（华通广场店）","妙韩馆（华通广场店）3.5分6852条评论白云区鹤龙六路187号华通广场2层人均￥49","https://www.meituan.com/meishi/3300418/","3.5分","49","6852","地址：白云区鹤龙六路187号华通广场2层","020-36030305","营业时间：周一至周日 11:00-22:00","提供wifi","广州自助餐","回头客(254)不用排队(87)上菜快(43)停车免费(3)下午茶(123)朋友聚餐(38)家庭聚餐(9)闺蜜聚会(7)公司聚餐(4)到店自提(1)","鸡翅","肥牛","肥羊卷"
"1590850078-675","https://gz.meituan.com/meishi/pn22/","Q饮Q食","Q饮Q食4.3分527条评论番禺区大石镇建华路建华汇西街B127号人均￥22","https://www.meituan.com/meishi/4632073/","4.3分","22","527","地址：番禺区大石镇建华路建华汇西街B127号","15820255929","营业时间：周一至周日 10:30-21:00","提供wifi停车位","广州小吃快餐","菜品精致(39)分量足(36)上菜快(35)回头客(28)饮品赞(16)不用排队(8)到店自提(11)现做现卖(6)下午茶(3)朋友聚餐(3)","八爪鱼饭盒","吞拿鱼寿司","螺肉"
"1590849043-566","https://gz.meituan.com/meishi/pn29/","田中香川菜馆","田中香川菜馆5分361条评论荔湾区陈岗路11号首层人均￥41","https://www.meituan.com/meishi/624458/","5分","41","361","地址：荔湾区陈岗路11号首层","020-86673303/15013259398","营业时间：周一至周日 11:00-14:00 16:30-21:30","null","广州川湘菜","味道赞(74)服务热情(53)性价比高(43)分量足(35)价格实惠(30)回头客(25)菜品精致(25)上菜快(24)海鲜棒(13)到店自提(2)","酸菜鱼","香辣虾","毛血旺"
"1590852449-923","https://gz.meituan.com/meishi/pn3/","橘菓子（星座广场店）","橘菓子（星座广场店）5分4354条评论天河区东圃镇聚时代星座广场1楼门口人均￥13","https://www.meituan.com/meishi/40274208/","5分","13","4354","地址：天河区东圃镇聚时代星座广场1楼门口","020-82102252","营业时间：周一至周日 10:00-22:30","null","广州饮品店","味道赞(339)回头客(129)饮品赞(122)上菜快(65)分量足(34)不用排队(26)交通便利(13)肉类好(5)到店自提(3)现做现卖(3)","芒果牛奶","草莓牛奶","窈窕鲜果漾"
"1590845964-237","https://gz.meituan.com/meishi/pn52/","正佳广场万豪酒店中餐厅","正佳广场万豪酒店中餐厅4.2分630条评论天河区天河路228号广州正佳广场万豪酒店6楼（近正佳广场）人均￥100","https://www.meituan.com/meishi/2372371/","4.2分","100","630","地址：天河区天河路228号广州正佳广场万豪酒店6楼（近正佳广场）","020-61028380","营业时间：周一至周日 11:00-14:30 17:00-22:00","提供wifi停车位","广州粤港菜","点心好(32)回头客(15)交通便利(11)高大上(9)肉类好(6)海鲜棒(4)下午茶(12)性价比低(52)上菜慢(40)分量少(23)","杨枝甘露","虾饺皇","鲍参四喜饺"
"1590851735-849","https://gz.meituan.com/meishi/pn9/","芙蓉巷石锅川菜","芙蓉巷石锅川菜4分5467条评论天河区天河路岗顶百脑汇A座6楼九毛九旁（地铁岗顶站C1出口直上6楼）人均￥41","https://www.meituan.com/meishi/40492861/","4分","41","5467","地址：天河区天河路岗顶百脑汇A座6楼九毛九旁（地铁岗顶站C1出口直上6楼）","020-29873568","营业时间：周一至周日 11:00-14:30 16:00-21:30","提供wifi停车位","广州川湘菜","上菜快(448)回头客(323)不用排队(77)朋友聚餐(37)文艺清新(18)到店自提(5)闺蜜聚会(5)公司聚餐(5)工作餐(3)店内消毒(1)","鸡蛋碰石头","招牌酸菜鱼","鲜椒口水鸡"
"1590847743-430","https://gz.meituan.com/meishi/pn39/","QQ酸奶吧","QQ酸奶吧4.6分1581条评论白云区景泰西五巷1-3号首层新天雀商贸城A6人均￥10","https://www.meituan.com/meishi/61270653/","4.6分","10","1581","地址：白云区景泰西五巷1-3号首层新天雀商贸城A6","13828440731","营业时间：周一至周日 11:00-23:00","提供wifi","广州饮品店","味道赞(216)菜品精致(155)性价比高(131)分量足(115)回头客(106)饮品赞(64)上菜快(34)不用排队(4)到店自提(21)朋友聚餐(5)","芋圆3号","抹茶红豆炒酸奶","芒果沙冰十雪花鸡柳"
"1590847601-415","https://gz.meituan.com/meishi/pn40/","江西养生米粉馆（天娱广场店）","江西养生米粉馆（天娱广场店）4.7分3020条评论天河区天河路621-625号天娱广场负一楼A-17档（单号）人均￥17","https://www.meituan.com/meishi/4917814/","4.7分","17","3020","地址：天河区天河路621-625号天娱广场负一楼A-17档（单号）","15920167216/13533720054","营业时间：周一至周日 10:30-20:00","停车位","广州江西菜","分量足(156)上菜快(146)菜品精致(144)回头客(97)肉类好(34)交通便利(14)不用排队(9)到店自提(11)现做现卖(6)店内消毒(1)","瓦罐煨汤","南昌拌粉","南昌炒粉"
"1590845760-216","https://gz.meituan.com/meishi/pn53/","东北人（天河店）","东北人（天河店）3.6分890条评论天河区天河南二路36号花园大厦1-3楼华润万家对面人均￥51","https://www.meituan.com/meishi/66291619/","3.6分","51","890","地址：天河区天河南二路36号花园大厦1-3楼华润万家对面","020-87501711/87571507","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州东北菜","味道赞(149)服务热情(108)性价比高(46)分量足(45)菜品精致(39)上菜快(34)回头客(28)交通便利(11)不用排队(5)到店自提(1)","酱骨架","手工猪肉马蹄陷水饺","小鸡炖蘑菇"
"1590843521-12","https://gz.meituan.com/meishi/pn67/","莲花山粤海度假村西餐厅","莲花山粤海度假村西餐厅5分1759条评论番禺区石楼镇西门路18号莲花山景区内人均￥57","https://www.meituan.com/meishi/63477000/","5分","57","1759","地址：番禺区石楼镇西门路18号莲花山景区内","020-84862788","营业时间：周一至周日 11:00-14:30 17:00-20:30","提供wifi停车位","广州西餐","上菜快(160)高大上(151)回头客(79)主食赞(10)不用排队(9)海鲜棒(3)朋友聚餐(5)家庭聚餐(4)下午茶(3)到店自提(2)","牛扒意粉","水果沙拉","鸡扒饭"
"1590849669-632","https://gz.meituan.com/meishi/pn25/","蜀我地道","蜀我地道4.7分561条评论白云区东一街青年公寓一楼人均￥29","https://www.meituan.com/meishi/42758835/","4.7分","29","561","地址：白云区东一街青年公寓一楼","020-29078727","营业时间：周一至周日 11:00-24:00","提供wifi","广州川湘菜","味道赞(166)菜品精致(90)分量足(54)回头客(40)上菜快(39)肉类好(9)不用排队(7)饮品赞(4)到店自提(7)朋友聚餐(4)","酸菜鱼","毛血旺","香浓泡椒烤鱼"
"1590846501-293","https://gz.meituan.com/meishi/pn48/","美优乐（钟落潭店）","美优乐（钟落潭店）3.5分4144条评论白云区钟升东路人人佳超市旁人均￥19","https://www.meituan.com/meishi/6785414/","3.5分","19","4144","地址：白云区钟升东路人人佳超市旁","020-87409209","营业时间：周一至周日 08:00-24:00","提供wifi","广州小吃快餐","上菜快(150)回头客(112)不用排队(48)交通便利(40)到店自提(35)朋友聚餐(8)现做现卖(8)下午茶(6)闺蜜聚会(4)店内消毒(1)","香辣鸡腿堡","大薯条","新奥尔良烤翅·"
"1590843963-59","https://gz.meituan.com/meishi/pn64/","民信私房菜","民信私房菜4.9分404条评论花都区凤凰北路以西三东十七队村庄以东116-117号人均￥45","https://www.meituan.com/meishi/4670083/","4.9分","45","404","地址：花都区凤凰北路以西三东十七队村庄以东116-117号","020-36928677","营业时间：周一至周日 11:30-14:00 17:00-21:00","提供wifi停车位","广州粤港菜","味道赞(78)性价比高(36)菜品精致(29)回头客(24)肉类好(24)分量足(24)停车方便(18)上菜快(5)到店自提(6)店内消毒(1)","民信浸猪腰","新鲜鸡子","猪腰汤"
"1590848195-477","https://gz.meituan.com/meishi/pn36/","牛车水豆花（秀全中学店）","牛车水豆花（秀全中学店）5分718条评论花都区新华街秀全大道2号自编1-22A号铺（部位自编3号商铺）人均￥11","https://www.meituan.com/meishi/52905532/","5分","11","718","地址：花都区新华街秀全大道2号自编1-22A号铺（部位自编3号商铺）","13360006220","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州小吃快餐","味道赞(112)服务热情(79)回头客(36)饮品赞(26)价格实惠(14)菜品健康(6)肉类好(4)到店自提(8)性价比低(35)分量少(15)","原味豆花","原味豆花水","红豆豆花"
"1590849225-585","https://gz.meituan.com/meishi/pn28/","怡港茶餐厅（西湾路店）","怡港茶餐厅（西湾路店）4.1分1005条评论荔湾区西湾路85号（近地铁5号线，西村地铁D出口左转100米）人均￥40","https://www.meituan.com/meishi/1711335/","4.1分","40","1005","地址：荔湾区西湾路85号（近地铁5号线，西村地铁D出口左转100米）","020-81793636","营业时间：周一至周日 10:00-21:00","提供wifi停车位","广州粤港菜","上菜快(71)菜品精致(64)饮品赞(50)回头客(34)交通便利(32)不用排队(7)下午茶(21)到店自提(7)现做现卖(4)分量少(62)","冰冻奶茶","西多士","吊烧鸡"
"1590844575-123","https://gz.meituan.com/meishi/pn59/","LOMBOK 龙目印尼餐厅（惠福东路店）","LOMBOK 龙目印尼餐厅（惠福东路店）4.2分655条评论越秀区惠福东路522号之一（近北京路）人均￥63","https://www.meituan.com/meishi/5660712/","4.2分","63","655","地址：越秀区惠福东路522号之一（近北京路）","020-83065831","营业时间：周一至周日 11:00-14:00 17:00-22:00","提供wifi","广州东南亚菜","味道赞(125)上菜快(30)肉类好(17)交通便利(7)回头客(6)不用排队(5)海鲜棒(4)到店自提(1)性价比低(61)分量少(50)","印尼炒饭","招牌炸鸡","印尼传统玉米饼"
"1590846464-289","https://gz.meituan.com/meishi/pn48/","流湘岁月（万科东荟城店）","流湘岁月（万科东荟城店）3.8分1103条评论黄埔区科学城开泰大道与开源大道交汇处（万科东荟城）人均￥53","https://www.meituan.com/meishi/4915520/","3.8分","53","1103","地址：黄埔区科学城开泰大道与开源大道交汇处（万科东荟城）","020-82039009","营业时间：周一至周日 11:00-14:00 17:00-22:30","提供wifi停车位","广州川湘菜","味道赞(282)上菜快(75)回头客(52)交通便利(6)牛肉赞(5)不用排队(4)到店自提(12)请客(4)分量少(49)主食差(9)","绝味牛肉","烟笋炒腊肉","脆黄瓜炒肉"
"1590852582-937","https://gz.meituan.com/meishi/pn3/","重庆崽儿火锅","重庆崽儿火锅4分888条评论南沙区万达广场金街4号门2楼对面人均￥61","https://www.meituan.com/meishi/164965032/","4分","61","888","地址：南沙区万达广场金街4号门2楼对面","18090904008/13070277006","营业时间：周一至周日 11:00-23:00","提供wifi","南沙火锅","服务热情(77)味道赞(75)菜品不错(59)上菜快(50)体验很棒(46)肉类好(43)回头客(32)到店自提(1)价格高(22)分量少(5)","三鲜锅底","麻辣牛肉","手工虾滑"
"1590847867-443","https://gz.meituan.com/meishi/pn38/","一心素食","一心素食4.8分3134条评论番禺区石碁镇文化广场石莲街1号人均￥17","https://www.meituan.com/meishi/52730519/","4.8分","17","3134","地址：番禺区石碁镇文化广场石莲街1号","020-34882399/13539730182","营业时间：周一至周日 11:30-14:00 17:30-20:30","提供wifi停车位","广州自助餐","菜品健康(330)回头客(184)上菜快(28)不用排队(13)停车方便(12)朋友聚餐(12)家庭聚餐(4)到店自提(1)店内消毒(1)分量少(42)","南瓜粥","养生汤","红烧茄子"
"1590847592-414","https://gz.meituan.com/meishi/pn40/","东涌月色","东涌月色4.1分1261条评论南沙区培贤东路中学东50米人均￥47","https://www.meituan.com/meishi/4770846/","4.1分","47","1261","地址：南沙区培贤东路中学东50米","020-34928128","营业时间：周一至周日 11:00-22:00","提供wifi停车位","南沙西餐","味道赞(211)分量足(85)菜品精致(79)上菜快(71)回头客(58)牛肉赞(51)不用排队(8)主食赞(4)朋友聚餐(3)闺蜜聚会(3)","意粉","海鲜石锅饭","美国牛仔骨"
"1590843625-23","https://gz.meituan.com/meishi/pn66/","至潮粤式餐厅（珠江新城店）","至潮粤式餐厅（珠江新城店）4.8分629条评论天河区华强路9号保利克洛维一期二楼205铺（市妇幼住院部对面，楼下招商银行）人均￥45","https://www.meituan.com/meishi/42759640/","4.8分","45","629","地址：天河区华强路9号保利克洛维一期二楼205铺（市妇幼住院部对面，楼下招商银行）","020-38888221","营业时间：周一至周日 10:00-21:00","提供wifi","广州粤港菜","味道赞(147)环境很好(140)性价比高(135)菜品不错(121)价格实惠(92)上菜快(77)回头客(47)肉类好(38)到店自提(2)分量少(26)","清蒸鲈鱼","五柳炸蛋咕噜肉","至潮油浸飞鲈"
"1590848459-505","https://gz.meituan.com/meishi/pn34/","蜀九香（保利中汇一店）","蜀九香（保利中汇一店）3.9分1765条评论天河区林和西路153号保利中汇广场3楼（近广州东站）人均￥145","https://www.meituan.com/meishi/64514701/","3.9分","145","1765","地址：天河区林和西路153号保利中汇广场3楼（近广州东站）","020-28082008/28082009","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州火锅","菜品健康(67)牛肉赞(52)上菜快(40)回头客(40)不用排队(23)高大上(16)停车免费(4)深夜食堂(7)朋友聚餐(3)到店自提(1)","九香千层肚","美国安格斯进口肥牛","鲜 黄 喉"
"1590852514-930","https://gz.meituan.com/meishi/pn3/","其美烤肉自助火锅城","其美烤肉自助火锅城3.1分11294条评论海珠区鹭江村敦和路72号2楼（江南医院的对面）人均￥50","https://www.meituan.com/meishi/5239478/","3.1分","50","11294","地址：海珠区鹭江村敦和路72号2楼（江南医院的对面）","020-84223899","营业时间：周一至周日 11:00-23:00","提供wifi","广州自助餐","回头客(350)不用排队(107)朋友聚餐(90)闺蜜聚会(8)店内消毒(7)家庭聚餐(6)公司聚餐(5)到店自提(1)肉类差(293)上菜慢(90)","烤肥牛","鸡肉","鸡翅"
"1590844278-92","https://gz.meituan.com/meishi/pn61/","问客捕鱼柴火农庄","问客捕鱼柴火农庄4.5分916条评论黄埔区开创大道暹岗村萝颐西路1巷6号人均￥57","https://www.meituan.com/meishi/41059802/","4.5分","57","916","地址：黄埔区开创大道暹岗村萝颐西路1巷6号","18702083868","营业时间：周一至周日 11:00-14:00 16:30-22:00","null","广州川湘菜","味道赞(26)菜品不错(12)肉类好(11)分量足(10)上菜快(7)回头客(7)海鲜棒(5)到店自提(1)服务差(17)价格高(7)","柴火鱼","鱼汤锅底","烧排骨"
"1590846764-320","https://gz.meituan.com/meishi/pn46/","锅中锅川菜火锅","锅中锅川菜火锅5分2231条评论增城市新塘镇群贤路91号心怡宾馆2楼（近太阳城大酒店）人均￥53","https://www.meituan.com/meishi/1719470/","5分","53","2231","地址：增城市新塘镇群贤路91号心怡宾馆2楼（近太阳城大酒店）","020-32167930","营业时间：周一至周日 10:00-04:00","提供wifi停车位","广州火锅","味道赞(476)分量足(264)上菜快(245)回头客(205)菜品精致(182)肉类好(43)不用排队(5)海鲜棒(5)朋友聚餐(8)到店自提(3)","肥牛","鲜鸭肠","四川正宗麻辣火锅"
"1590850936-765","https://gz.meituan.com/meishi/pn15/","贡茶（宏发大厦店）","贡茶（宏发大厦店）3.8分832条评论天河区天河南二路宏发大厦东门口人均￥14","https://www.meituan.com/meishi/42992538/","3.8分","14","832","地址：天河区天河南二路宏发大厦东门口","020-38094050","营业时间：周一至周日 09:30-21:30","提供wifi","广州饮品店","味道赞(107)服务热情(94)饮品赞(58)回头客(55)上菜快(24)不用排队(19)菜品健康(4)分量足(3)下午茶(11)到店自提(5)","御可金砖奶茶","抹茶奶盖茶","金桔柠檬"
"1590848832-544","https://gz.meituan.com/meishi/pn31/","阿一鲍鱼（总店）","阿一鲍鱼（总店）4.9分6251条评论越秀区东风东路836号东峻广场3座地铺25铺（近杨箕地铁E1出口）人均￥170","https://www.meituan.com/meishi/504616/","4.9分","170","6251","地址：越秀区东风东路836号东峻广场3座地铺25铺（近杨箕地铁E1出口）","020-87605678/87656226","营业时间：周一至周日 11:00-22:30","提供wifi停车位","广州粤港菜","上菜快(313)回头客(126)停车免费(46)不用排队(36)朋友聚餐(14)到店自提(12)工作餐(12)家庭聚餐(12)请客(7)下午茶(3)","生磨杏汁炖燕窝","极味墨西哥鲍鱼角扣天白菇鹅掌","养生花胶汤"
"1590843598-20","https://gz.meituan.com/meishi/pn66/","遵义羊汁羊味羊肉粉","遵义羊汁羊味羊肉粉4分2713条评论荔湾区中山七路233号速8酒店隔壁人均￥22","https://www.meituan.com/meishi/63127715/","4分","22","2713","地址：荔湾区中山七路233号速8酒店隔壁","13288699268","营业时间：周一至周日 08:00-22:30","提供wifi","广州小吃快餐","味道赞(652)分量足(149)回头客(132)菜品精致(125)上菜快(56)不用排队(27)交通便利(26)主食赞(5)羊肉(312)到店自提(12)","羊肉粉","羊杂粉","羊肚"
"1590847913-448","https://gz.meituan.com/meishi/pn38/","川街小巷（江南西总店）","川街小巷（江南西总店）4.4分1630条评论海珠区江南西路69号之6（骨伤科医院路口）人均￥69","https://www.meituan.com/meishi/41976095/","4.4分","69","1630","地址：海珠区江南西路69号之6（骨伤科医院路口）","020-36636833","营业时间：周一至周日 11:00-14:00 17:00-23:30","提供wifi","广州川湘菜","上菜快(38)回头客(34)肉类好(14)海鲜棒(12)交通便利(8)不用排队(6)深夜食堂(4)到店自提(2)性价比低(42)分量少(29)","川街小巷招牌酸菜鱼","冰粉","美味香辣虾"
"1590844391-104","https://gz.meituan.com/meishi/pn61/","十八道（上社店）","十八道（上社店）4.3分788条评论天河区荷光路40号金古公寓D栋18铺（文星酒店对面、广东技术师范学院后门直走50米处）人均￥56","https://www.meituan.com/meishi/50142867/","4.3分","56","788","地址：天河区荷光路40号金古公寓D栋18铺（文星酒店对面、广东技术师范学院后门直走50米处）","020-85580598","营业时间：周一至周日 10:00-22:00","提供wifi","广州粤港菜","味道赞(102)性价比高(56)价格实惠(40)肉类好(39)分量足(36)回头客(33)菜品精致(30)海鲜棒(9)到店自提(4)上菜慢(16)","火焰醉鱼","生炒钳鱼片","鱼皮"
"1590851163-789","https://gz.meituan.com/meishi/pn13/","全聚仁果木烤鸭","全聚仁果木烤鸭4.5分831条评论番禺区市桥沙头街道北桥路162-164号铺（金晖明园对面）人均￥28","https://www.meituan.com/meishi/6043464/","4.5分","28","831","地址：番禺区市桥沙头街道北桥路162-164号铺（金晖明园对面）","13794335668/13729811389","营业时间：周一至周日 11:00-21:00","提供wifi停车位","广州北京菜","味道赞(204)服务热情(155)价格实惠(72)菜品精致(62)分量足(54)回头客(46)肉类好(45)上菜快(36)不用排队(3)到店自提(37)","全聚仁果木烤鸭","片皮鸭","果木烤鸭"
"1590848450-504","https://gz.meituan.com/meishi/pn34/","太平馆西餐厅·宴会厅","太平馆西餐厅·宴会厅3.8分6707条评论越秀区北京路342号人均￥93","https://www.meituan.com/meishi/619904/","3.8分","93","6707","地址：越秀区北京路342号","020-83321305","营业时间：周一至周日 11:00-23:00","提供wifi停车位","广州特色菜","上菜快(252)回头客(242)不用排队(41)到店自提(44)工作餐(11)朋友聚餐(11)下午茶(8)家庭聚餐(7)有故事(3)闺蜜聚会(3)","招牌红烧乳鸽","德国咸猪手","花椒牛小排"
"1590852468-925","https://gz.meituan.com/meishi/pn3/","水濑日式放题（天河店）","水濑日式放题（天河店）4.6分11条评论天河区冼村路维家思广场首层南门122-1号人均￥406","https://www.meituan.com/meishi/843160944/","4.6分","406","11","地址：天河区冼村路维家思广场首层南门122-1号","020-85655001/020-88527501","营业时间：周一至周日 11:30-14:30 17:30-22:00","提供wifi停车位","广州自助餐","干净整洁(4)味道赞(3)价格实惠(3)性价比高(3)","海胆刺身","新西兰鳌虾","蓝鳍金枪鱼刺身"
"1590849696-635","https://gz.meituan.com/meishi/pn25/","德州汉堡（黄阁店）","德州汉堡（黄阁店）4.3分891条评论南沙区黄阁镇东里村麒龙东路133号101房人均￥11","https://www.meituan.com/meishi/633198/","4.3分","11","891","地址：南沙区黄阁镇东里村麒龙东路133号101房","020-39915396","营业时间：周一至周日 09:00-24:00","提供wifi停车位","南沙西餐","回头客(43)上菜快(35)不用排队(16)菜品精致(14)肉类好(9)交通便利(4)朋友聚餐(6)深夜食堂(4)现做现卖(4)到店自提(3)","金牌童子鸡","香辣鸡腿堡","菠萝派"
"1590851726-848","https://gz.meituan.com/meishi/pn9/","奉天酒肆融合烧烤","奉天酒肆融合烧烤4.8分33条评论天河区广州市天河区黄埔大道中309号3-26内C-1-1至C-1-4  食神汇内人均￥65","https://www.meituan.com/meishi/1797547577/","4.8分","65","33","地址：天河区广州市天河区黄埔大道中309号3-26内C-1-1至C-1-4  食神汇内","020-89282107","营业时间：周一至周日 11:00-14:00 17:00-24:00","null","广州中式烧烤/烤串","肉类好(6)服务热情(6)干净整洁(5)性价比高(4)味道赞(3)价格实惠(3)体验很棒(3)环境很好(3)","奉天手切牛肉","海盐烤雪花上脑牛肉","石锅拌饭"
"1590852560-935","https://gz.meituan.com/meishi/pn3/","天美汇鸡翅包饭（百信广场店）","天美汇鸡翅包饭（百信广场店）3.4分8012条评论白云区机场路1309号百信广场东面广场GC1L1011铺人均￥10","https://www.meituan.com/meishi/40732032/","3.4分","10","8012","地址：白云区机场路1309号百信广场东面广场GC1L1011铺","13725184007","营业时间：周一至周日 09:30-23:00","null","广州小吃快餐","肉类好(257)回头客(218)不用排队(146)主食赞(58)到店自提(31)朋友聚餐(19)现做现卖(16)闺蜜聚会(4)店内消毒(1)上菜慢(177)","鸡翅包饭","糯米饭","糯米鸡翅"
"1590848112-468","https://gz.meituan.com/meishi/pn36/","湘食壹號（汇锦店）","湘食壹號（汇锦店）4.1分1784条评论白云区松南路1号B栋204单元人均￥47","https://www.meituan.com/meishi/3248704/","4.1分","47","1784","地址：白云区松南路1号B栋204单元","020-81752518","营业时间：周一至周日 11:00-21:00","提供wifi停车位","广州川湘菜","上菜快(241)回头客(116)不用排队(15)停车免费(10)海鲜棒(7)店内消毒(11)到店自提(7)朋友聚餐(6)家庭聚餐(5)请客(5)","一品神仙鱼","手撕包菜","农家小炒肉"
"1590852812-961","https://gz.meituan.com/meishi/pn1/","二郎田鸡（黄村店）","二郎田鸡（黄村店）4.3分2754条评论天河区王园路18号（近黄村路）人均￥49","https://www.meituan.com/meishi/2418695/","4.3分","49","2754","地址：天河区王园路18号（近黄村路）","020-32369771","营业时间：周一至周日 全天","提供wifi停车位","广州火锅","回头客(235)上菜快(76)不用排队(19)交通便利(19)停车方便(12)牛肉赞(5)朋友聚餐(14)到店自提(5)深夜食堂(5)主食差(4)","鸳鸯锅底","招牌油焖小龙虾","麻辣锅底"
"1590850598-730","https://gz.meituan.com/meishi/pn18/","龟金正（广百新一城店）","龟金正（广百新一城店）3.9分539条评论海珠区江南西路紫玉大街19号1楼自编C102铺（宝岗大道广百新一城对面）人均￥20","https://www.meituan.com/meishi/1711357/","3.9分","20","539","地址：海珠区江南西路紫玉大街19号1楼自编C102铺（宝岗大道广百新一城对面）","020-84416260","营业时间：周一至周日 11:00-01:00","提供wifi","广州面包甜点","服务热情(92)味道赞(88)回头客(39)交通便利(18)上菜快(11)不用排队(5)饮品赞(3)到店自提(12)店内消毒(1)分量少(14)","龟苓膏","椰汁紫米露","椰汁三宝"
"1590846079-249","https://gz.meituan.com/meishi/pn51/","名扬煮艺肥牛自助火锅（花园路店）","名扬煮艺肥牛自助火锅（花园路店）4.7分4748条评论白云区新市花园路卡尔文大酒店旁（即阿曼尼酒吧对面）人均￥47","https://www.meituan.com/meishi/5629912/","4.7分","47","4748","地址：白云区新市花园路卡尔文大酒店旁（即阿曼尼酒吧对面）","020-86628865","营业时间：周一至周日 11:00-03:00  2020-04-08至2020-05-31 10:00-24:00","提供wifi停车位","广州火锅","回头客(277)上菜快(166)不用排队(26)海鲜棒(15)停车方便(6)朋友聚餐(27)深夜食堂(25)闺蜜聚会(4)家庭聚餐(3)店内消毒(1)","肥牛","毛肚","冰淇淋"
"1590846455-288","https://gz.meituan.com/meishi/pn48/","嘉苑西餐厅（广州嘉鸿华美达广场酒店）","嘉苑西餐厅（广州嘉鸿华美达广场酒店）4.1分933条评论天河区广园东瘦狗岭路313号嘉鸿华美达酒店一楼（火车东站地铁J、H出口一百米）人均￥98","https://www.meituan.com/meishi/91488/","4.1分","98","933","地址：天河区广园东瘦狗岭路313号嘉鸿华美达酒店一楼（火车东站地铁J、H出口一百米）","020-87206888","营业时间：周一至周日 全天","提供wifi停车位","广州自助餐","回头客(43)肉类好(34)海鲜棒(25)交通便利(10)不用排队(9)高大上(8)停车方便(6)朋友聚餐(3)分量少(15)上菜慢(6)","刺身三文鱼八爪鱼","大虾","海鲜刺身"
"1590852290-907","https://gz.meituan.com/meishi/pn5/","辛明堂洞韩式芝士年糕火锅（万达总店）","辛明堂洞韩式芝士年糕火锅（万达总店）3.6分15638条评论白云区云城东路万达广场白云金街室外步行街501-137号（一点点旁）人均￥35","https://www.meituan.com/meishi/42974589/","3.6分","35","15638","地址：白云区云城东路万达广场白云金街室外步行街501-137号（一点点旁）","020-28139009/13929543568","营业时间：周一至周日 10:30-21:30","提供wifi停车位","广州日韩料理","上菜快(801)回头客(588)不用排队(291)冬天吃过瘾(4)停车方便(3)朋友聚餐(87)闺蜜聚会(44)到店自提(18)文艺清新(6)下午茶(3)","芝士年糕火锅","韩国特色炒饭","薯条"
"1590849271-590","https://gz.meituan.com/meishi/pn28/","onuo cake欧诺手工蛋糕（番禺店）","onuo cake欧诺手工蛋糕（番禺店）5分164条评论番禺区大涌路182-1号（近地铁3号线大石地铁站A出口）人均￥60","https://www.meituan.com/meishi/70910946/","5分","60","164","地址：番禺区大涌路182-1号（近地铁3号线大石地铁站A出口）","18022377579","营业时间：周一至周日 09:00-21:00","提供wifi","广州生日蛋糕","味道赞(34)点心好(31)服务热情(31)分量足(19)回头客(13)高大上(12)性价比高(12)价格实惠(10)菜品不错(8)上菜快(3)","韩式唯美水果夹心蛋糕","抹茶蜜豆慕斯","草莓雪人"
"1590845409-179","https://gz.meituan.com/meishi/pn56/","金捞•自助火锅（北京路光明广场店）","金捞•自助火锅（北京路光明广场店）3分1610条评论越秀区西湖路63号光明广场L2层（近北京路）人均￥43","https://www.meituan.com/meishi/635875/","3分","43","1610","地址：越秀区西湖路63号光明广场L2层（近北京路）","020-83314685","营业时间：周一至周日 10:00-22:00","提供wifi停车位","广州火锅","回头客(38)上菜快(17)不用排队(14)海鲜棒(8)交通便利(6)朋友聚餐(5)分量少(66)肉类差(51)点心差(32)饮品差(4)","肥牛牛","金针菇","鲜虾"
"1590845391-177","https://gz.meituan.com/meishi/pn56/","阿里郎黄焖鸡（街口店）","阿里郎黄焖鸡（街口店）4.8分443条评论从化市府前路244-2号（恒香子对面）人均￥42","https://www.meituan.com/meishi/2750449/","4.8分","42","443","地址：从化市府前路244-2号（恒香子对面）","020-87967848","营业时间：周一至周日 09:00-21:00","提供wifi","从化小吃快餐","味道赞(75)价格实惠(35)回头客(29)上菜快(23)分量足(17)菜品精致(13)主食赞(7)交通便利(7)到店自提(2)肉类差(3)","黄焖鸡","鸡血","黄焖鸡煲"
"1590848083-465","https://gz.meituan.com/meishi/pn36/","珠江夜游金航游船（大沙头游船码头）","珠江夜游金航游船（大沙头游船码头）4.2分32115条评论越秀区沿江东路466号大沙头游船码头人均￥87","https://www.meituan.com/meishi/73697/","null","87","null","null","null","null","null","null","null","null","null","null"
